	22345
		22952
		20237
		20790
		20451
		20595
		20614
		21449
		21131
		19688
		19915
		19778
		19754
		20138
		20637
		20122
		20611
		22986
		20344
		19905
		19573
		21279
		19918
		19945
		19878
		19816
		19562
		20022
		19604
		19474
		20079
		20118
		26427
		32865
		32207
		27960
		22901
		20482
		23053
		22634
		22370
		21217
		20544
		31790
		22402
		27990
		21159
		35695
		22520
		22287
		23130
		22275
		23120
		23048
		21244
		20765
		24426
		21113
		20637
		20849
		20049
		19978
		20496
		21120
		19726
		19631
		19616
		20109
		19894
		19423
		22240
		22257
		22169
		23027
		20648
		24679
		20613
		20573
		22499
		19867
		20147
		19861
		19694
		20610
		19891
		20108
		20138
		20406
		20173
		21332
		20344
		20152
		20185
		19936
		22093
		19759
		20147
		20130
		19860
		33395
	
