	23547
		20884
		21626
		21099
		21103
		20327
		20109
		20833
		20426
		30847
		21567
		20416
		20001
		20387
		21008
		19819
		19891
		19906
		19849
		20015
		19686
		19705
		20747
		21763
		20564
		19791
		19834
		19877
		19778
		19856
		19949
		19938
		19877
		19927
		21097
		21037
		19815
		20128
		19627
		20045
		20213
		22523
		20280
		20461
		21790
		21201
		26120
		20962
		20284
		20529
		20343
		20080
		19999
		19739
		20488
		21278
		20328
		20663
		21803
		20114
		20928
		21523
		35850
		20412
		19896
		23209
		19893
		33620
		20628
		23487
		22500
		23303
		20492
		21396
		22556
		25968
		22447
		33458
		33078
		32927
		23187
		23094
		32891
		22749
		22620
		22443
		25650
		20122
		29747
		33916
		20617
		22543
		23359
		23830
		22479
		29940
		21201
		23578
		22554
		22755
	
