	23884
		20752
		21201
		20354
		20283
		21030
		20716
		21062
		20607
		23075
		20281
		19865
		20185
		21128
		20873
		22062
		19626
		22202
		19863
		22276
		22227
		22119
		21037
		21040
		21683
		20975
		23685
		23080
		25835
		20244
		20267
		19650
		19987
		19609
		19623
		20522
		21994
		20553
		20483
		20077
		19687
		20042
		19759
		19779
		19622
		19983
		20097
		26903
		21103
		20376
		19919
		19618
		20319
		22241
		22496
		23006
		22776
		27425
		22647
		32166
		38733
		41256
		32924
		33667
		34251
		33012
		32196
		33807
		32740
		31849
		33475
		27704
		32986
		20385
		35624
		22636
		19845
		20106
		22377
		22261
		22247
		20113
		22363
		22238
		28914
		22602
		25175
		44040
		22176
		23915
		23791
		22941
		20700
		26333
		31790
		22314
		22546
		22301
		20256
		21471
	
